id,code,name,parent_id/id,type,user_type/id,reconcile,financial_report_ids/id
l10n_lu.lu_2011_account_4015,4015,Clients créditeurs,l10n_lu.lu_2011_account_401,receivable,l10n_lu.account_type_2011_4_creance,t,
l10n_lu.lu_2011_account_4019,4019,Corrections de valeur,l10n_lu.lu_2011_account_401,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_402,402,Créances dont la durée résiduelle est supérieure à un an,l10n_lu.lu_2011_account_40,view,l10n_lu.account_type_2011_4_creance,f,"l10n_lu.account_financial_report_50,l10n_lu.account_financial_report_abr_50"
l10n_lu.lu_2011_account_4021,4021,Clients,l10n_lu.lu_2011_account_402,receivable,l10n_lu.account_type_2011_4_creance,t,
l10n_lu.lu_2011_account_4022,4022,Clients – Effets à recevoir,l10n_lu.lu_2011_account_402,receivable,l10n_lu.account_type_2011_4_creance,t,
l10n_lu.lu_2011_account_4023,4023,Clients douteux ou litigieux,l10n_lu.lu_2011_account_402,receivable,l10n_lu.account_type_2011_4_creance,t,
l10n_lu.lu_2011_account_4024,4024,Clients – Factures à établir,l10n_lu.lu_2011_account_402,receivable,l10n_lu.account_type_2011_4_creance,t,
l10n_lu.lu_2011_account_4025,4025,Clients créditeurs,l10n_lu.lu_2011_account_402,receivable,l10n_lu.account_type_2011_4_creance,t,
l10n_lu.lu_2011_account_4029,4029,Corrections de valeur,l10n_lu.lu_2011_account_402,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_41,41,Créances sur des entreprises liées et sur des entreprises avec lesquelles la société a un lien de participation,l10n_lu.lu_2011_account_4,view,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_411,411,Créances sur des entreprises liées,l10n_lu.lu_2011_account_41,view,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_4111,4111,Créances dont la durée résiduelle est inférieure ou égale à un an,l10n_lu.lu_2011_account_411,view,l10n_lu.account_type_2011_4_creance,f,"l10n_lu.account_financial_report_52,l10n_lu.account_financial_report_abr_49"
l10n_lu.lu_2011_account_41111,41111,Ventes de marchandises et de prestations de services,l10n_lu.lu_2011_account_4111,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_41112,41112,Prêts et avances,l10n_lu.lu_2011_account_4111,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_41113,41113,Intérêts courus,l10n_lu.lu_2011_account_4111,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_41114,41114,Dividendes à recevoir,l10n_lu.lu_2011_account_4111,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_41118,41118,Autres créances,l10n_lu.lu_2011_account_4111,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_41119,41119,Corrections de valeur,l10n_lu.lu_2011_account_4111,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_4112,4112,Créances dont la durée résiduelle est supérieure à un an,l10n_lu.lu_2011_account_411,view,l10n_lu.account_type_2011_4_creance,f,"l10n_lu.account_financial_report_53,l10n_lu.account_financial_report_abr_50"
l10n_lu.lu_2011_account_41121,41121,Ventes de marchandises et de prestations de services,l10n_lu.lu_2011_account_4112,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_41122,41122,Prêts et avances,l10n_lu.lu_2011_account_4112,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_41123,41123,Intérêts courus,l10n_lu.lu_2011_account_4112,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_41124,41124,Dividendes à recevoir,l10n_lu.lu_2011_account_4112,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_41128,41128,Autres créances,l10n_lu.lu_2011_account_4112,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_41129,41129,Corrections de valeur,l10n_lu.lu_2011_account_4112,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_412,412,Créances sur des entreprises avec lesquelles la société a un lien de participation,l10n_lu.lu_2011_account_41,view,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_4121,4121,Créances dont la durée résiduelle est inférieure ou égale à un an,l10n_lu.lu_2011_account_412,view,l10n_lu.account_type_2011_4_creance,f,"l10n_lu.account_financial_report_55,l10n_lu.account_financial_report_abr_49"
l10n_lu.lu_2011_account_41211,41211,Ventes de marchandises et de prestations de service,l10n_lu.lu_2011_account_4121,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_41212,41212,Prêts et avances,l10n_lu.lu_2011_account_4121,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_41213,41213,Intérêts courus,l10n_lu.lu_2011_account_4121,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_41214,41214,Dividendes à recevoir,l10n_lu.lu_2011_account_4121,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_41218,41218,Autres créances,l10n_lu.lu_2011_account_4121,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_41219,41219,Corrections de valeur,l10n_lu.lu_2011_account_4121,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_4122,4122,Créances dont la durée résiduelle est supérieure à un an,l10n_lu.lu_2011_account_412,view,l10n_lu.account_type_2011_4_creance,f,"l10n_lu.account_financial_report_56,l10n_lu.account_financial_report_abr_50"
l10n_lu.lu_2011_account_41221,41221,Ventes de marchandises et de prestations de service,l10n_lu.lu_2011_account_4122,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_41222,41222,Prêts et avances,l10n_lu.lu_2011_account_4122,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_41223,41223,Intérêts courus,l10n_lu.lu_2011_account_4122,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_41224,41224,Dividendes à recevoir,l10n_lu.lu_2011_account_4122,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_41228,41228,Autres créances,l10n_lu.lu_2011_account_4122,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_41229,41229,Corrections de valeur,l10n_lu.lu_2011_account_4122,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42,42,Autres créances,l10n_lu.lu_2011_account_4,view,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_421,421,Autres créances dont la durée résiduelle est inférieure ou égale à un an,l10n_lu.lu_2011_account_42,view,l10n_lu.account_type_2011_4_creance,f,"l10n_lu.account_financial_report_58,l10n_lu.account_financial_report_abr_49"
l10n_lu.lu_2011_account_4211,4211,Personnel – Avances et acomptes,l10n_lu.lu_2011_account_421,view,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42111,42111,Avances et acomptes,l10n_lu.lu_2011_account_4211,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42119,42119,Corrections de valeur,l10n_lu.lu_2011_account_4211,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_4212,4212,Créances sur associés ou actionnaires,l10n_lu.lu_2011_account_421,view,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42121,42121,Montant principal,l10n_lu.lu_2011_account_4212,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42122,42122,Intérêts courus,l10n_lu.lu_2011_account_4212,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42129,42129,Corrections de valeur sur créances,l10n_lu.lu_2011_account_4212,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_4213,4213,Etat – Subventions à recevoir,l10n_lu.lu_2011_account_421,view,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42131,42131,Subventions d'investissement,l10n_lu.lu_2011_account_4213,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42132,42132,Subventions d'exploitation,l10n_lu.lu_2011_account_4213,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42138,42138,Autres subventions,l10n_lu.lu_2011_account_4213,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_4214,4214,Administration des Contributions Directes (ACD),l10n_lu.lu_2011_account_421,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_4215,4215,Administration des Douanes et Accises (ADA),l10n_lu.lu_2011_account_421,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_4216,4216,Administration de l'Enregistrement et des Domaines (AED),l10n_lu.lu_2011_account_421,view,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42161,42161,Taxe sur la valeur ajoutée – TVA,l10n_lu.lu_2011_account_4216,view,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_421611,421611,TVA en amont,l10n_lu.lu_2011_account_42161,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_421612,421612,TVA à recevoir,l10n_lu.lu_2011_account_42161,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_421613,421613,TVA acomptes versés,l10n_lu.lu_2011_account_42161,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_421618,421618,TVA – Autres créances,l10n_lu.lu_2011_account_42161,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42162,42162,Impôts indirects,l10n_lu.lu_2011_account_4216,view,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_421621,421621,Droits d'enregistrement,l10n_lu.lu_2011_account_42162,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_421622,421622,Taxe d'abonnement,l10n_lu.lu_2011_account_42162,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_421623,421623,Droits d'hypothèques,l10n_lu.lu_2011_account_42162,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_421624,421624,Droits de timbre,l10n_lu.lu_2011_account_42162,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_421628,421628,Autres impôts indirects,l10n_lu.lu_2011_account_42162,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42168,42168,AED – Autres créances,l10n_lu.lu_2011_account_4216,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_4217,4217,Créances sur la sécurité sociale et autres organismes sociaux,l10n_lu.lu_2011_account_421,view,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42171,42171,Centre Commun de Sécurité Sociale (CCSS),l10n_lu.lu_2011_account_4217,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42172,42172,Mutualité des employeurs,l10n_lu.lu_2011_account_4217,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42178,42178,Autres organismes sociaux,l10n_lu.lu_2011_account_4217,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_4218,4218,Créances diverses,l10n_lu.lu_2011_account_421,view,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42181,42181,Impôts étrangers,l10n_lu.lu_2011_account_4218,view,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_421811,421811,TVA étrangères,l10n_lu.lu_2011_account_42181,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_421818,421818,Autres impôts étrangers,l10n_lu.lu_2011_account_42181,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42188,42188,Autres créances diverses,l10n_lu.lu_2011_account_4218,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42189,42189,Corrections de valeur,l10n_lu.lu_2011_account_4218,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_422,422,Autres créances dont la durée résiduelle est supérieure à un an,l10n_lu.lu_2011_account_42,view,l10n_lu.account_type_2011_4_creance,f,"l10n_lu.account_financial_report_59,l10n_lu.account_financial_report_abr_50"
l10n_lu.lu_2011_account_4221,4221,Personnel – Avances et acomptes,l10n_lu.lu_2011_account_422,view,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42211,42211,Avances et acomptes,l10n_lu.lu_2011_account_4221,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42219,42219,Corrections de valeur,l10n_lu.lu_2011_account_4221,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_4222,4222,Associés ou actionnaires,l10n_lu.lu_2011_account_422,view,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42221,42221,Montant principal,l10n_lu.lu_2011_account_4222,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42222,42222,Intérêts courus,l10n_lu.lu_2011_account_4222,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42229,42229,Corrections de valeur sur créances,l10n_lu.lu_2011_account_4222,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_4223,4223,Etat – Subventions à recevoir,l10n_lu.lu_2011_account_422,view,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42231,42231,Subventions d'investissement,l10n_lu.lu_2011_account_4223,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42232,42232,Subventions d'exploitation,l10n_lu.lu_2011_account_4223,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42238,42238,Autres subventions,l10n_lu.lu_2011_account_4223,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_4224,4224,Administration des Contributions Directes (ACD),l10n_lu.lu_2011_account_422,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_4225,4225,Administration des Douanes et Accises (ADA),l10n_lu.lu_2011_account_422,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_4226,4226,Administration de l'Enregistrement et des Domaines (AED),l10n_lu.lu_2011_account_422,view,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42261,42261,Taxe sur la valeur ajoutée – TVA,l10n_lu.lu_2011_account_4226,view,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_422611,422611,TVA en amont,l10n_lu.lu_2011_account_42261,view,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_4226111,4226111,TVA en amont – Pays,l10n_lu.lu_2011_account_422611,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_4226112,4226112,TVA en amont – Intracommunautaire,l10n_lu.lu_2011_account_422611,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_4226113,4226113,TVA en amont – Triangulaire,l10n_lu.lu_2011_account_422611,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_4226114,4226114,TVA en amont – Exonérations spéciales,l10n_lu.lu_2011_account_422611,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_422612,422612,TVA à recevoir,l10n_lu.lu_2011_account_42261,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_422613,422613,TVA acomptes versés,l10n_lu.lu_2011_account_42261,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_422618,422618,TVA – Autres créances,l10n_lu.lu_2011_account_42261,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42262,42262,Impôts indirects,l10n_lu.lu_2011_account_4226,view,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_422621,422621,Droits d'enregistrement,l10n_lu.lu_2011_account_42262,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_422622,422622,Taxe d'abonnement,l10n_lu.lu_2011_account_42262,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_422623,422623,Droits d'hypothèques,l10n_lu.lu_2011_account_42262,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_422624,422624,Droits de timbre,l10n_lu.lu_2011_account_42262,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_422628,422628,Autres impôts indirects,l10n_lu.lu_2011_account_42262,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_4227,4227,Créances sur la sécurité sociale et autres organismes sociaux,l10n_lu.lu_2011_account_422,view,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42271,42271,Centre Commun de Sécurité Sociale (CCSS),l10n_lu.lu_2011_account_4227,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42272,42272,Mutualité des employeurs,l10n_lu.lu_2011_account_4227,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42278,42278,Autres organismes sociaux,l10n_lu.lu_2011_account_4227,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_4228,4228,Créances diverses,l10n_lu.lu_2011_account_422,view,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42281,42281,Impôts étrangers,l10n_lu.lu_2011_account_4228,view,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_422811,422811,TVA étrangères,l10n_lu.lu_2011_account_42281,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_422818,422818,Autres impôts étrangers,l10n_lu.lu_2011_account_42281,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42288,42288,Autres créances diverses,l10n_lu.lu_2011_account_4228,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_42289,42289,Corrections de valeur sur autres créances diverses,l10n_lu.lu_2011_account_4228,other,l10n_lu.account_type_2011_4_creance,f,
l10n_lu.lu_2011_account_43,43,Acomptes reçus sur commandes pour autant qu'ils ne sont pas déduits des stocks de façon distincte,l10n_lu.lu_2011_account_4,view,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_431,431,Acomptes reçus dont la durée résiduelle est inférieure ou égale à un an,l10n_lu.lu_2011_account_43,other,l10n_lu.account_type_2011_4_dette,f,"l10n_lu.account_financial_report_98,l10n_lu.account_financial_report_abr_89"
l10n_lu.lu_2011_account_432,432,Acomptes reçus dont la durée résiduelle est supérieure à un an,l10n_lu.lu_2011_account_43,other,l10n_lu.account_type_2011_4_dette,f,"l10n_lu.account_financial_report_99,l10n_lu.account_financial_report_abr_90"
l10n_lu.lu_2011_account_44,44,Dettes sur achats et prestations de services et dettes représentées par des effets de commerce,l10n_lu.lu_2011_account_4,view,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_441,441,Dettes sur achats et prestations de services,l10n_lu.lu_2011_account_44,view,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_4411,4411,Dettes sur achats et prestations de services dont la durée résiduelle est inférieure ou égale à un an,l10n_lu.lu_2011_account_441,view,l10n_lu.account_type_2011_4_dette,f,"l10n_lu.account_financial_report_101,l10n_lu.account_financial_report_abr_89"
l10n_lu.lu_2011_account_44111,44111,Fournisseurs,l10n_lu.lu_2011_account_4411,payable,l10n_lu.account_type_2011_4_dette,t,
l10n_lu.lu_2011_account_44112,44112,Fournisseurs – Factures non parvenues,l10n_lu.lu_2011_account_4411,payable,l10n_lu.account_type_2011_4_dette,t,
l10n_lu.lu_2011_account_44113,44113,Fournisseurs débiteurs,l10n_lu.lu_2011_account_4411,view,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_441131,441131,Fournisseurs – Avances et acomptes versés sur commandes,l10n_lu.lu_2011_account_44113,payable,l10n_lu.account_type_2011_4_dette,t,
l10n_lu.lu_2011_account_441132,441132,Fournisseurs – Créances pour emballages et matériel à rendre,l10n_lu.lu_2011_account_44113,payable,l10n_lu.account_type_2011_4_dette,t,
l10n_lu.lu_2011_account_441133,441133,Fournisseurs – Autres avoirs,l10n_lu.lu_2011_account_44113,payable,l10n_lu.account_type_2011_4_dette,t,
l10n_lu.lu_2011_account_441134,441134,"Rabais, remises, ristournes à obtenir et autres avoirs non encore reçus",l10n_lu.lu_2011_account_44113,payable,l10n_lu.account_type_2011_4_dette,t,
l10n_lu.lu_2011_account_4412,4412,Dettes sur achats et prestations de services dont la durée résiduelle est supérieure à un an,l10n_lu.lu_2011_account_441,view,l10n_lu.account_type_2011_4_dette,f,"l10n_lu.account_financial_report_102,l10n_lu.account_financial_report_abr_90"
l10n_lu.lu_2011_account_44121,44121,Fournisseurs,l10n_lu.lu_2011_account_4412,payable,l10n_lu.account_type_2011_4_dette,t,
l10n_lu.lu_2011_account_44122,44122,Fournisseurs – Factures non parvenues,l10n_lu.lu_2011_account_4412,payable,l10n_lu.account_type_2011_4_dette,t,
l10n_lu.lu_2011_account_44123,44123,Fournisseurs débiteurs,l10n_lu.lu_2011_account_4412,view,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_441231,441231,Fournisseurs – Avances et acomptes versés sur commandes,l10n_lu.lu_2011_account_44123,payable,l10n_lu.account_type_2011_4_dette,t,
l10n_lu.lu_2011_account_441232,441232,Fournisseurs – Créances pour emballages et matériel à rendre,l10n_lu.lu_2011_account_44123,payable,l10n_lu.account_type_2011_4_dette,t,
l10n_lu.lu_2011_account_441233,441233,Fournisseurs – Autres avoirs,l10n_lu.lu_2011_account_44123,payable,l10n_lu.account_type_2011_4_dette,t,
l10n_lu.lu_2011_account_441234,441234,"Rabais, remises, ristournes à obtenir et autres avoirs non encore reçus",l10n_lu.lu_2011_account_44123,payable,l10n_lu.account_type_2011_4_dette,t,
l10n_lu.lu_2011_account_442,442,Dettes représentées par des effets de commerce,l10n_lu.lu_2011_account_44,view,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_4421,4421,Dettes représentées par des effets de commerce dont la durée résiduelle est inférieure ou égale à un an,l10n_lu.lu_2011_account_442,other,l10n_lu.account_type_2011_4_dette,f,"l10n_lu.account_financial_report_104,l10n_lu.account_financial_report_abr_89"
l10n_lu.lu_2011_account_4422,4422,Dettes représentées par des effets de commerce dont la durée résiduelle est supérieure à un an,l10n_lu.lu_2011_account_442,other,l10n_lu.account_type_2011_4_dette,f,"l10n_lu.account_financial_report_105,l10n_lu.account_financial_report_abr_90"
l10n_lu.lu_2011_account_45,45,Dettes envers des entreprises liées et des entreprises avec lesquelles la société a un lien de participation,l10n_lu.lu_2011_account_4,view,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_451,451,Dettes envers des entreprises liées,l10n_lu.lu_2011_account_45,view,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_4511,4511,Dettes envers des entreprises liées dont la durée résiduelle est inférieure ou égale à un an,l10n_lu.lu_2011_account_451,view,l10n_lu.account_type_2011_4_dette,f,"l10n_lu.account_financial_report_107,l10n_lu.account_financial_report_abr_89"
l10n_lu.lu_2011_account_45111,45111,Ventes de marchandises et de prestations de services,l10n_lu.lu_2011_account_4511,other,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_45112,45112,Prêts et avances,l10n_lu.lu_2011_account_4511,other,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_45113,45113,Intérêts courus,l10n_lu.lu_2011_account_4511,other,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_45114,45114,Dividendes à payer,l10n_lu.lu_2011_account_4511,other,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_45118,45118,Autres dettes,l10n_lu.lu_2011_account_4511,other,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_4512,4512,Dettes envers des entreprises liées dont la durée résiduelle est supérieure à un an,l10n_lu.lu_2011_account_451,view,l10n_lu.account_type_2011_4_dette,f,"l10n_lu.account_financial_report_108,l10n_lu.account_financial_report_abr_90"
l10n_lu.lu_2011_account_45121,45121,Ventes de marchandises et de prestations de services,l10n_lu.lu_2011_account_4512,other,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_45122,45122,Prêts et avances,l10n_lu.lu_2011_account_4512,other,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_45123,45123,Intérêts courus,l10n_lu.lu_2011_account_4512,other,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_45124,45124,Dividendes à payer,l10n_lu.lu_2011_account_4512,other,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_45128,45128,Autres dettes,l10n_lu.lu_2011_account_4512,other,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_452,452,Dettes envers des entreprises avec lesquelles la société a un lien de participation,l10n_lu.lu_2011_account_45,view,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_4521,4521,Dettes envers des entreprises avec lesquelles la société a un lien de participation dont la durée résiduelle est inférieure ou égale à un an,l10n_lu.lu_2011_account_452,view,l10n_lu.account_type_2011_4_dette,f,"l10n_lu.account_financial_report_110,l10n_lu.account_financial_report_abr_89"
l10n_lu.lu_2011_account_45211,45211,Ventes de marchandises et de prestations de services,l10n_lu.lu_2011_account_4521,other,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_45212,45212,Prêts et avances,l10n_lu.lu_2011_account_4521,other,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_45213,45213,Intérêts courus,l10n_lu.lu_2011_account_4521,other,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_45214,45214,Dividendes à payer,l10n_lu.lu_2011_account_4521,other,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_45218,45218,Autres dettes,l10n_lu.lu_2011_account_4521,other,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_4522,4522,Dettes envers des entreprises avec lesquelles la société a un lien de participation dont la durée résiduelle est supérieure à un an,l10n_lu.lu_2011_account_452,view,l10n_lu.account_type_2011_4_dette,f,"l10n_lu.account_financial_report_111,l10n_lu.account_financial_report_abr_90"
l10n_lu.lu_2011_account_45221,45221,Ventes de marchandises et de prestations de services,l10n_lu.lu_2011_account_4522,other,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_45222,45222,Prêts et avances,l10n_lu.lu_2011_account_4522,other,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_45223,45223,Intérêts courus,l10n_lu.lu_2011_account_4522,other,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_45224,45224,Dividendes à payer,l10n_lu.lu_2011_account_4522,other,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_45228,45228,Autres dettes,l10n_lu.lu_2011_account_4522,other,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_46,46,Dettes fiscales et dettes envers la sécurité sociale,l10n_lu.lu_2011_account_4,view,l10n_lu.account_type_2011_4_dette,f,
l10n_lu.lu_2011_account_461,461,Dettes fiscales,l10n_lu.lu_2011_account_46,view,l10n_lu.account_type_2011_4_dette,f,"l10n_lu.account_financial_report_113,l10n_lu.account_financial_report_abr_89"
l10n_lu.lu_2011_account_4611,4611,Administrations communales,l10n_lu.lu_2011_account_461,view,l10n_lu.account_type_2011_4_dette,f,
